,Name,long,lat
740,THE CHURCH OF THE HOLY COMMUNION,-77.00547444254896,38.83830208525313
741,SAINT BENEDICT THE MOOR,-76.97545037946367,38.8938556080155
742,SAINT MARY AFRICAN METHODIST EPISCOPAL ZION CHURCH,-76.98634348438492,38.89342216781181
743,CHURCH OF THE ASSUMPTION OF THE BLESSED VIRGIN MARY,-77.00413915209646,38.84119918653136
744,GRACE MEMORIAL BAPTIST CHURCH,-76.9717652241984,38.87265234684506
745,JOHNSON MEMORIAL BAPTIST CHURCH,-76.94329899448067,38.87776716297647
746,SECOND NEW SAINT PAUL BAPTIST CHURCH,-76.97184734935453,38.92580279038067
747,MOUNT PARAN BAPTIST CHURCH,-76.98682293989539,38.87815150025391
748,MACEDONIA BAPTIST CHURCH,-76.99196188296774,38.85817369119112
749,HANAFI MADHAB CENTER,-77.03676499423142,38.98353629872823
750,CHRIST OUR REDEEMER AFRICAN METHODIST EPISCOPAL CHURCH,-77.02411784777088,38.94220197620437
751,SAINT CHARLES BAPTIST CHURCH,-77.02650028065389,38.94428478015272
752,MASJID AL-ISLAM,-76.93638916243702,38.88636579751853
753,SAINT MARKS EPISCOPAL CHURCH,-77.00174554645997,38.88839244205061
754,OUR LADY QUEEN OF PEACE CHURCH,-76.94781922307007,38.88313906485604
755,PLEASANT LANE BAPTIST CHURCH,-76.99927557321134,38.88252433785412
756,TRINITY EPISCOPAL CHURCH,-77.02069423297553,38.97562574750187
757,SAINT AUGUSTINES EPISCOPAL CHURCH,-77.02027087717433,38.87605780624235
758,THIRD BAPTIST CHURCH,-77.0192263284639,38.91093161129689
759,ANSAARU ALLAH COMMUNITY CHURCH,-77.02379625533246,38.91142502157978
760,JOHN WESLEY AFRICAN METHODIST EPISCOPAL ZION CHURCH,-77.0315941557849,38.91167274021627
761,BET MISHPACHAH,-77.03603098586478,38.910912908701384
762,SHRINE OF THE SACRED HEART,-77.03568963744156,38.93108852080445
763,MOUNT HEBRON BAPTIST CHURCH,-77.016407886418,38.96560320246346
764,AMERICAN FAZAL MOSQUE,-77.04828825233388,38.91560756014651
765,CALVARY EPISCOPAL CHURCH,-76.99874431148683,38.90087593972546
766,CAPITAL VIEW BAPTIST CHURCH,-76.92771854508483,38.890544210127175
767,ENON BAPTIST CHURCH,-76.99906680518609,38.90352492210593
768,EBENEZER BAPTIST CHURCH,-77.01115901608442,38.910897455809064
769,FIRST BAPTIST CHURCH OF WASHINGTON DISTRICT OF COLUMBIA,-77.03719080109697,38.90844615941838
770,BRIGHT PEARL ZEN GROUP OF WASHINGTON,-77.01962612568443,38.973090708616795
771,KAGYU DRUPGYU CHODZONG,-76.98292476685545,38.88388762864084
772,SAINT FRANCIS DE SALES CATHOLIC CHURCH,-76.97547924577424,38.92906628547242
773,SAINT PETERS ON CAPITOL HILL,-77.00388056459127,38.88581308395542
